sigma muu omega
-191.83673469387756 101.69491525423729 24.71446753367819 
-191.83673469387756 111.86440677966101 24.71446753367819 
-191.83673469387756 122.03389830508473 24.71446753367819 
-191.83673469387756 132.20338983050846 24.71446753367819 
-191.83673469387756 142.3728813559322 24.71446753367819 
-191.83673469387756 152.54237288135593 24.71446753367819 
-191.83673469387756 162.71186440677965 24.71446753367819 
-191.83673469387756 172.88135593220338 24.71446753367819 
-191.83673469387756 183.0508474576271 24.71446753367819 
-191.83673469387756 193.22033898305085 24.71446753367819 
-191.83673469387756 203.38983050847457 24.71446753367819 
-191.83673469387756 213.5593220338983 24.71446753367819 
-191.83673469387756 223.72881355932202 24.71446753367819 
-191.83673469387756 233.89830508474574 24.71446753367819 
-191.83673469387756 244.06779661016947 24.71446753367819 
-191.83673469387756 254.23728813559322 24.71446753367819 
-191.83673469387756 264.4067796610169 24.71446753367819 
-191.83673469387756 274.5762711864407 24.71446753367819 
-191.83673469387756 284.7457627118644 24.71446753367819 
-191.83673469387756 294.91525423728814 24.71446753367819 
-191.83673469387756 305.08474576271186 24.71446753367819 
-191.83673469387756 315.2542372881356 24.71446753367819 
-191.83673469387756 325.4237288135593 24.71446753367819 
-191.83673469387756 335.59322033898303 24.71446753367819 
-191.83673469387756 345.76271186440675 24.71446753367819 
-191.83673469387756 355.9322033898305 24.71446753367819 
-191.83673469387756 366.1016949152542 24.71446753367819 
-191.83673469387756 376.2711864406779 24.71446753367819 
-191.83673469387756 386.4406779661017 24.71446753367819 
-191.83673469387756 396.6101694915254 24.71446753367819 
-191.83673469387756 406.77966101694915 24.71446753367819 
-191.83673469387756 416.9491525423729 24.71446753367819 
-191.83673469387756 427.1186440677966 24.71446753367819 
-191.83673469387756 437.2881355932203 24.71446753367819 
-191.83673469387756 447.45762711864404 24.71446753367819 
-191.83673469387756 457.62711864406776 24.71446753367819 
-191.83673469387756 467.7966101694915 24.71446753367819 
-191.83673469387756 477.9661016949152 24.71446753367819 
-191.83673469387756 488.13559322033893 24.71446753367819 
-191.83673469387756 498.3050847457627 24.71446753367819 
-191.83673469387756 508.47457627118644 24.71446753367819 
-191.83673469387756 518.6440677966101 24.71446753367819 
-191.83673469387756 528.8135593220338 24.71446753367819 
-191.83673469387756 538.9830508474575 24.71446753367819 
-191.83673469387756 549.1525423728814 24.71446753367819 
-191.83673469387756 559.3220338983051 24.71446753367819 
-191.83673469387756 569.4915254237288 24.71446753367819 
-191.83673469387756 579.6610169491526 24.71446753367819 
-191.83673469387756 589.8305084745763 24.71446753367819 
-191.83673469387756 600.0 24.71446753367819 

-183.6734693877551 0.0 21.27062004794552 
-183.6734693877551 10.169491525423728 21.27062004794552 
-183.6734693877551 20.338983050847457 21.27062004794552 
-183.6734693877551 30.508474576271183 21.27062004794552 
-183.6734693877551 40.67796610169491 21.27062004794552 
-183.6734693877551 50.847457627118644 21.27062004794552 
-183.6734693877551 61.01694915254237 21.27062004794552 
-183.6734693877551 71.1864406779661 21.27062004794552 
-183.6734693877551 81.35593220338983 21.27062004794552 
-183.6734693877551 91.52542372881355 21.27062004794552 
-183.6734693877551 101.69491525423729 21.27062004794552 
-183.6734693877551 111.86440677966101 21.27062004794552 
-183.6734693877551 122.03389830508473 21.27062004794552 
-183.6734693877551 132.20338983050846 21.27062004794552 
-183.6734693877551 142.3728813559322 21.27062004794552 
-183.6734693877551 152.54237288135593 21.27062004794552 
-183.6734693877551 162.71186440677965 21.27062004794552 
-183.6734693877551 172.88135593220338 21.27062004794552 
-183.6734693877551 183.0508474576271 21.27062004794552 
-183.6734693877551 193.22033898305085 21.27062004794552 
-183.6734693877551 203.38983050847457 21.27062004794552 
-183.6734693877551 213.5593220338983 21.27062004794552 
-183.6734693877551 223.72881355932202 21.27062004794552 
-183.6734693877551 233.89830508474574 21.27062004794552 
-183.6734693877551 244.06779661016947 21.27062004794552 
-183.6734693877551 254.23728813559322 21.27062004794552 
-183.6734693877551 264.4067796610169 21.27062004794552 
-183.6734693877551 274.5762711864407 21.27062004794552 
-183.6734693877551 284.7457627118644 21.27062004794552 
-183.6734693877551 294.91525423728814 21.27062004794552 
-183.6734693877551 305.08474576271186 21.27062004794552 
-183.6734693877551 315.2542372881356 21.27062004794552 
-183.6734693877551 325.4237288135593 21.27062004794552 
-183.6734693877551 335.59322033898303 21.27062004794552 
-183.6734693877551 345.76271186440675 21.27062004794552 
-183.6734693877551 355.9322033898305 21.27062004794552 
-183.6734693877551 366.1016949152542 21.27062004794552 
-183.6734693877551 376.2711864406779 21.27062004794552 
-183.6734693877551 386.4406779661017 21.27062004794552 
-183.6734693877551 396.6101694915254 21.27062004794552 
-183.6734693877551 406.77966101694915 21.27062004794552 
-183.6734693877551 416.9491525423729 21.27062004794552 
-183.6734693877551 427.1186440677966 21.27062004794552 
-183.6734693877551 437.2881355932203 21.27062004794552 
-183.6734693877551 447.45762711864404 21.27062004794552 
-183.6734693877551 457.62711864406776 21.27062004794552 
-183.6734693877551 467.7966101694915 21.27062004794552 
-183.6734693877551 477.9661016949152 21.27062004794552 
-183.6734693877551 488.13559322033893 21.27062004794552 
-183.6734693877551 498.3050847457627 21.27062004794552 
-183.6734693877551 508.47457627118644 21.27062004794552 
-183.6734693877551 518.6440677966101 21.27062004794552 
-183.6734693877551 528.8135593220338 21.27062004794552 
-183.6734693877551 538.9830508474575 21.27062004794552 
-183.6734693877551 549.1525423728814 21.27062004794552 
-183.6734693877551 559.3220338983051 21.27062004794552 
-183.6734693877551 569.4915254237288 21.27062004794552 
-183.6734693877551 579.6610169491526 21.27062004794552 
-183.6734693877551 589.8305084745763 21.27062004794552 
-183.6734693877551 600.0 21.261921675701636 

-175.51020408163265 0.0 17.79357124593491 
-175.51020408163265 10.169491525423728 17.79357124593491 
-175.51020408163265 20.338983050847457 17.79357124593491 
-175.51020408163265 30.508474576271183 17.79357124593491 
-175.51020408163265 40.67796610169491 17.79357124593491 
-175.51020408163265 50.847457627118644 17.79357124593491 
-175.51020408163265 61.01694915254237 17.79357124593491 
-175.51020408163265 71.1864406779661 17.79357124593491 
-175.51020408163265 81.35593220338983 17.79357124593491 
-175.51020408163265 91.52542372881355 17.79357124593491 
-175.51020408163265 101.69491525423729 17.79357124593491 
-175.51020408163265 111.86440677966101 17.79357124593491 
-175.51020408163265 122.03389830508473 17.79357124593491 
-175.51020408163265 132.20338983050846 17.79357124593491 
-175.51020408163265 142.3728813559322 17.79357124593491 
-175.51020408163265 152.54237288135593 17.79357124593491 
-175.51020408163265 162.71186440677965 17.79357124593491 
-175.51020408163265 172.88135593220338 17.79357124593491 
-175.51020408163265 183.0508474576271 17.79357124593491 
-175.51020408163265 193.22033898305085 17.79357124593491 
-175.51020408163265 203.38983050847457 17.79357124593491 
-175.51020408163265 213.5593220338983 17.79357124593491 
-175.51020408163265 223.72881355932202 17.79357124593491 
-175.51020408163265 233.89830508474574 17.79357124593491 
-175.51020408163265 244.06779661016947 17.79357124593491 
-175.51020408163265 254.23728813559322 17.79357124593491 
-175.51020408163265 264.4067796610169 17.79357124593491 
-175.51020408163265 274.5762711864407 17.79357124593491 
-175.51020408163265 284.7457627118644 17.79357124593491 
-175.51020408163265 294.91525423728814 17.79357124593491 
-175.51020408163265 305.08474576271186 17.79357124593491 
-175.51020408163265 315.2542372881356 17.79357124593491 
-175.51020408163265 325.4237288135593 17.79357124593491 
-175.51020408163265 335.59322033898303 17.79357124593491 
-175.51020408163265 345.76271186440675 17.79357124593491 
-175.51020408163265 355.9322033898305 17.79357124593491 
-175.51020408163265 366.1016949152542 17.79357124593491 
-175.51020408163265 376.2711864406779 17.79357124593491 
-175.51020408163265 386.4406779661017 17.79357124593491 
-175.51020408163265 396.6101694915254 17.79357124593491 
-175.51020408163265 406.77966101694915 17.79357124593491 
-175.51020408163265 416.9491525423729 17.79357124593491 
-175.51020408163265 427.1186440677966 17.79357124593491 
-175.51020408163265 437.2881355932203 17.79357124593491 
-175.51020408163265 447.45762711864404 17.79357124593491 
-175.51020408163265 457.62711864406776 17.79357124593491 
-175.51020408163265 467.7966101694915 17.79357124593491 
-175.51020408163265 477.9661016949152 17.79357124593491 
-175.51020408163265 488.13559322033893 17.79357124593491 
-175.51020408163265 498.3050847457627 17.79357124593491 
-175.51020408163265 508.47457627118644 17.79357124593491 
-175.51020408163265 518.6440677966101 17.79357124593491 
-175.51020408163265 528.8135593220338 17.79357124593491 
-175.51020408163265 538.9830508474575 17.79357124593491 
-175.51020408163265 549.1525423728814 17.79357124593491 
-175.51020408163265 559.3220338983051 17.79357124593491 
-175.51020408163265 569.4915254237288 17.792212461086045 
-175.51020408163265 579.6610169491526 17.763846314649808 
-175.51020408163265 589.8305084745763 17.686834355778686 
-175.51020408163265 600.0 17.54928555135198 

-167.3469387755102 0.0 14.386748407260242 
-167.3469387755102 10.169491525423728 14.386748407260242 
-167.3469387755102 20.338983050847457 14.386748407260242 
-167.3469387755102 30.508474576271183 14.386748407260242 
-167.3469387755102 40.67796610169491 14.386748407260242 
-167.3469387755102 50.847457627118644 14.386748407260242 
-167.3469387755102 61.01694915254237 14.386748407260242 
-167.3469387755102 71.1864406779661 14.386748407260242 
-167.3469387755102 81.35593220338983 14.386748407260242 
-167.3469387755102 91.52542372881355 14.386748407260242 
-167.3469387755102 101.69491525423729 14.386748407260242 
-167.3469387755102 111.86440677966101 14.386748407260242 
-167.3469387755102 122.03389830508473 14.386748407260242 
-167.3469387755102 132.20338983050846 14.386748407260242 
-167.3469387755102 142.3728813559322 14.386748407260242 
-167.3469387755102 152.54237288135593 14.386748407260242 
-167.3469387755102 162.71186440677965 14.386748407260242 
-167.3469387755102 172.88135593220338 14.386748407260242 
-167.3469387755102 183.0508474576271 14.386748407260242 
-167.3469387755102 193.22033898305085 14.386748407260242 
-167.3469387755102 203.38983050847457 14.386748407260242 
-167.3469387755102 213.5593220338983 14.386748407260242 
-167.3469387755102 223.72881355932202 14.386748407260242 
-167.3469387755102 233.89830508474574 14.386748407260242 
-167.3469387755102 244.06779661016947 14.386748407260242 
-167.3469387755102 254.23728813559322 14.386748407260242 
-167.3469387755102 264.4067796610169 14.386748407260242 
-167.3469387755102 274.5762711864407 14.386748407260242 
-167.3469387755102 284.7457627118644 14.386748407260242 
-167.3469387755102 294.91525423728814 14.386748407260242 
-167.3469387755102 305.08474576271186 14.386748407260242 
-167.3469387755102 315.2542372881356 14.386748407260242 
-167.3469387755102 325.4237288135593 14.386748407260242 
-167.3469387755102 335.59322033898303 14.386748407260242 
-167.3469387755102 345.76271186440675 14.386748407260242 
-167.3469387755102 355.9322033898305 14.386748407260242 
-167.3469387755102 366.1016949152542 14.386748407260242 
-167.3469387755102 376.2711864406779 14.386748407260242 
-167.3469387755102 386.4406779661017 14.386748407260242 
-167.3469387755102 396.6101694915254 14.386748407260242 
-167.3469387755102 406.77966101694915 14.386748407260242 
-167.3469387755102 416.9491525423729 14.386748407260242 
-167.3469387755102 427.1186440677966 14.386748407260242 
-167.3469387755102 437.2881355932203 14.386748407260242 
-167.3469387755102 447.45762711864404 14.386748407260242 
-167.3469387755102 457.62711864406776 14.386748407260242 
-167.3469387755102 467.7966101694915 14.386748407260242 
-167.3469387755102 477.9661016949152 14.386748407260242 
-167.3469387755102 488.13559322033893 14.386748407260242 
-167.3469387755102 498.3050847457627 14.386748407260242 
-167.3469387755102 508.47457627118644 14.386748407260242 
-167.3469387755102 518.6440677966101 14.386748407260242 
-167.3469387755102 528.8135593220338 14.386748407260242 
-167.3469387755102 538.9830508474575 14.386748407260242 
-167.3469387755102 549.1525423728814 14.374822573432585 
-167.3469387755102 559.3220338983051 14.323699975503517 
-167.3469387755102 569.4915254237288 14.220741506432283 
-167.3469387755102 579.6610169491526 14.055915786973522 
-167.3469387755102 589.8305084745763 13.820208953614085 
-167.3469387755102 600.0 13.505163464713789 

-159.18367346938777 0.0 11.13743104512582 
-159.18367346938777 10.169491525423728 11.13743104512582 
-159.18367346938777 20.338983050847457 11.13743104512582 
-159.18367346938777 30.508474576271183 11.13743104512582 
-159.18367346938777 40.67796610169491 11.13743104512582 
-159.18367346938777 50.847457627118644 11.13743104512582 
-159.18367346938777 61.01694915254237 11.13743104512582 
-159.18367346938777 71.1864406779661 11.13743104512582 
-159.18367346938777 81.35593220338983 11.13743104512582 
-159.18367346938777 91.52542372881355 11.13743104512582 
-159.18367346938777 101.69491525423729 11.13743104512582 
-159.18367346938777 111.86440677966101 11.13743104512582 
-159.18367346938777 122.03389830508473 11.13743104512582 
-159.18367346938777 132.20338983050846 11.13743104512582 
-159.18367346938777 142.3728813559322 11.13743104512582 
-159.18367346938777 152.54237288135593 11.13743104512582 
-159.18367346938777 162.71186440677965 11.13743104512582 
-159.18367346938777 172.88135593220338 11.13743104512582 
-159.18367346938777 183.0508474576271 11.13743104512582 
-159.18367346938777 193.22033898305085 11.13743104512582 
-159.18367346938777 203.38983050847457 11.13743104512582 
-159.18367346938777 213.5593220338983 11.13743104512582 
-159.18367346938777 223.72881355932202 11.13743104512582 
-159.18367346938777 233.89830508474574 11.13743104512582 
-159.18367346938777 244.06779661016947 11.13743104512582 
-159.18367346938777 254.23728813559322 11.13743104512582 
-159.18367346938777 264.4067796610169 11.13743104512582 
-159.18367346938777 274.5762711864407 11.13743104512582 
-159.18367346938777 284.7457627118644 11.13743104512582 
-159.18367346938777 294.91525423728814 11.13743104512582 
-159.18367346938777 305.08474576271186 11.13743104512582 
-159.18367346938777 315.2542372881356 11.13743104512582 
-159.18367346938777 325.4237288135593 11.13743104512582 
-159.18367346938777 335.59322033898303 11.13743104512582 
-159.18367346938777 345.76271186440675 11.13743104512582 
-159.18367346938777 355.9322033898305 11.13743104512582 
-159.18367346938777 366.1016949152542 11.13743104512582 
-159.18367346938777 376.2711864406779 11.13743104512582 
-159.18367346938777 386.4406779661017 11.13743104512582 
-159.18367346938777 396.6101694915254 11.13743104512582 
-159.18367346938777 406.77966101694915 11.13743104512582 
-159.18367346938777 416.9491525423729 11.13743104512582 
-159.18367346938777 427.1186440677966 11.13743104512582 
-159.18367346938777 437.2881355932203 11.13743104512582 
-159.18367346938777 447.45762711864404 11.13743104512582 
-159.18367346938777 457.62711864406776 11.13743104512582 
-159.18367346938777 467.7966101694915 11.13743104512582 
-159.18367346938777 477.9661016949152 11.13743104512582 
-159.18367346938777 488.13559322033893 11.13743104512582 
-159.18367346938777 498.3050847457627 11.13743104512582 
-159.18367346938777 508.47457627118644 11.13743104512582 
-159.18367346938777 518.6440677966101 11.13449675752536 
-159.18367346938777 528.8135593220338 11.10403730197613 
-159.18367346938777 538.9830508474575 11.030089611571102 
-159.18367346938777 549.1525423728814 10.90261098713087 
-159.18367346938777 559.3220338983051 10.712830061449273 
-159.18367346938777 569.4915254237288 10.452611714638198 
-159.18367346938777 579.6610169491526 10.114190337929413 
-159.18367346938777 589.8305084745763 9.690027885416924 
-159.18367346938777 600.0 9.172728160833586 

-151.0204081632653 0.0 8.117309687482075 
-151.0204081632653 10.169491525423728 8.117309687482075 
-151.0204081632653 20.338983050847457 8.117309687482075 
-151.0204081632653 30.508474576271183 8.117309687482075 
-151.0204081632653 40.67796610169491 8.117309687482075 
-151.0204081632653 50.847457627118644 8.117309687482075 
-151.0204081632653 61.01694915254237 8.117309687482075 
-151.0204081632653 71.1864406779661 8.117309687482075 
-151.0204081632653 81.35593220338983 8.117309687482075 
-151.0204081632653 91.52542372881355 8.117309687482075 
-151.0204081632653 101.69491525423729 8.117309687482075 
-151.0204081632653 111.86440677966101 8.117309687482075 
-151.0204081632653 122.03389830508473 8.117309687482075 
-151.0204081632653 132.20338983050846 8.117309687482075 
-151.0204081632653 142.3728813559322 8.117309687482075 
-151.0204081632653 152.54237288135593 8.117309687482075 
-151.0204081632653 162.71186440677965 8.117309687482075 
-151.0204081632653 172.88135593220338 8.117309687482075 
-151.0204081632653 183.0508474576271 8.117309687482075 
-151.0204081632653 193.22033898305085 8.117309687482075 
-151.0204081632653 203.38983050847457 8.117309687482075 
-151.0204081632653 213.5593220338983 8.117309687482075 
-151.0204081632653 223.72881355932202 8.117309687482075 
-151.0204081632653 233.89830508474574 8.117309687482075 
-151.0204081632653 244.06779661016947 8.117309687482075 
-151.0204081632653 254.23728813559322 8.117309687482075 
-151.0204081632653 264.4067796610169 8.117309687482075 
-151.0204081632653 274.5762711864407 8.117309687482075 
-151.0204081632653 284.7457627118644 8.117309687482075 
-151.0204081632653 294.91525423728814 8.117309687482075 
-151.0204081632653 305.08474576271186 8.117309687482075 
-151.0204081632653 315.2542372881356 8.117309687482075 
-151.0204081632653 325.4237288135593 8.117309687482075 
-151.0204081632653 335.59322033898303 8.117309687482075 
-151.0204081632653 345.76271186440675 8.117309687482075 
-151.0204081632653 355.9322033898305 8.117309687482075 
-151.0204081632653 366.1016949152542 8.117309687482075 
-151.0204081632653 376.2711864406779 8.117309687482075 
-151.0204081632653 386.4406779661017 8.117309687482075 
-151.0204081632653 396.6101694915254 8.117309687482075 
-151.0204081632653 406.77966101694915 8.117309687482075 
-151.0204081632653 416.9491525423729 8.117309687482075 
-151.0204081632653 427.1186440677966 8.117309687482075 
-151.0204081632653 437.2881355932203 8.117309687482075 
-151.0204081632653 447.45762711864404 8.117309687482075 
-151.0204081632653 457.62711864406776 8.117309687482075 
-151.0204081632653 467.7966101694915 8.117309687482075 
-151.0204081632653 477.9661016949152 8.117309687482075 
-151.0204081632653 488.13559322033893 8.117235088831574 
-151.0204081632653 498.3050847457627 8.10247124293841 
-151.0204081632653 508.47457627118644 8.052349888786967 
-151.0204081632653 518.6440677966101 7.956583303951033 
-151.0204081632653 528.8135593220338 7.8066008014593535 
-151.0204081632653 538.9830508474575 7.594577871953845 
-151.0204081632653 549.1525423728814 7.313099464788583 
-151.0204081632653 559.3220338983051 6.954994191121405 
-151.0204081632653 569.4915254237288 6.513238680107477 
-151.0204081632653 579.6610169491526 5.980896847887691 
-151.0204081632653 589.8305084745763 5.351078728053168 
-151.0204081632653 600.0 4.6169111964398635 

-142.85714285714286 0.0 5.383072654318536 
-142.85714285714286 10.169491525423728 5.383072654318536 
-142.85714285714286 20.338983050847457 5.383072654318536 
-142.85714285714286 30.508474576271183 5.383072654318536 
-142.85714285714286 40.67796610169491 5.383072654318536 
-142.85714285714286 50.847457627118644 5.383072654318536 
-142.85714285714286 61.01694915254237 5.383072654318536 
-142.85714285714286 71.1864406779661 5.383072654318536 
-142.85714285714286 81.35593220338983 5.383072654318536 
-142.85714285714286 91.52542372881355 5.383072654318536 
-142.85714285714286 101.69491525423729 5.383072654318536 
-142.85714285714286 111.86440677966101 5.383072654318536 
-142.85714285714286 122.03389830508473 5.383072654318536 
-142.85714285714286 132.20338983050846 5.383072654318536 
-142.85714285714286 142.3728813559322 5.383072654318536 
-142.85714285714286 152.54237288135593 5.383072654318536 
-142.85714285714286 162.71186440677965 5.383072654318536 
-142.85714285714286 172.88135593220338 5.383072654318536 
-142.85714285714286 183.0508474576271 5.383072654318536 
-142.85714285714286 193.22033898305085 5.383072654318536 
-142.85714285714286 203.38983050847457 5.383072654318536 
-142.85714285714286 213.5593220338983 5.383072654318536 
-142.85714285714286 223.72881355932202 5.383072654318536 
-142.85714285714286 233.89830508474574 5.383072654318536 
-142.85714285714286 244.06779661016947 5.383072654318536 
-142.85714285714286 254.23728813559322 5.383072654318536 
-142.85714285714286 264.4067796610169 5.383072654318536 
-142.85714285714286 274.5762711864407 5.383072654318536 
-142.85714285714286 284.7457627118644 5.383072654318536 
-142.85714285714286 294.91525423728814 5.383072654318536 
-142.85714285714286 305.08474576271186 5.383072654318536 
-142.85714285714286 315.2542372881356 5.383072654318536 
-142.85714285714286 325.4237288135593 5.383072654318536 
-142.85714285714286 335.59322033898303 5.383072654318536 
-142.85714285714286 345.76271186440675 5.383072654318536 
-142.85714285714286 355.9322033898305 5.383072654318536 
-142.85714285714286 366.1016949152542 5.383072654318536 
-142.85714285714286 376.2711864406779 5.383072654318536 
-142.85714285714286 386.4406779661017 5.383072654318536 
-142.85714285714286 396.6101694915254 5.383072654318536 
-142.85714285714286 406.77966101694915 5.383072654318536 
-142.85714285714286 416.9491525423729 5.383072654318536 
-142.85714285714286 427.1186440677966 5.383072654318536 
-142.85714285714286 437.2881355932203 5.383072654318536 
-142.85714285714286 447.45762711864404 5.383072654318536 
-142.85714285714286 457.62711864406776 5.383072654318536 
-142.85714285714286 467.7966101694915 5.378362988730992 
-142.85714285714286 477.9661016949152 5.347262064405469 
-142.85714285714286 488.13559322033893 5.277982964182978 
-142.85714285714286 498.3050847457627 5.162087988492175 
-142.85714285714286 508.47457627118644 4.992046741513128 
-142.85714285714286 518.6440677966101 4.7607899740298905 
-142.85714285714286 528.8135593220338 4.461511656164624 
-142.85714285714286 538.9830508474575 4.087560986287178 
-142.85714285714286 549.1525423728814 3.632376241077997 
-142.85714285714286 559.3220338983051 3.0894410634014537 
-142.85714285714286 569.4915254237288 2.4522539729967106 
-142.85714285714286 579.6610169491526 1.714306217295801 
-142.85714285714286 589.8305084745763 0.8690651609401465 
-142.85714285714286 600.0 -0.09003849412368561 

-134.69387755102042 0.0 2.9770237878317483 
-134.69387755102042 10.169491525423728 2.9770237878317483 
-134.69387755102042 20.338983050847457 2.9770237878317483 
-134.69387755102042 30.508474576271183 2.9770237878317483 
-134.69387755102042 40.67796610169491 2.9770237878317483 
-134.69387755102042 50.847457627118644 2.9770237878317483 
-134.69387755102042 61.01694915254237 2.9770237878317483 
-134.69387755102042 71.1864406779661 2.9770237878317483 
-134.69387755102042 81.35593220338983 2.9770237878317483 
-134.69387755102042 91.52542372881355 2.9770237878317483 
-134.69387755102042 101.69491525423729 2.9770237878317483 
-134.69387755102042 111.86440677966101 2.9770237878317483 
-134.69387755102042 122.03389830508473 2.9770237878317483 
-134.69387755102042 132.20338983050846 2.9770237878317483 
-134.69387755102042 142.3728813559322 2.9770237878317483 
-134.69387755102042 152.54237288135593 2.9770237878317483 
-134.69387755102042 162.71186440677965 2.9770237878317483 
-134.69387755102042 172.88135593220338 2.9770237878317483 
-134.69387755102042 183.0508474576271 2.9770237878317483 
-134.69387755102042 193.22033898305085 2.9770237878317483 
-134.69387755102042 203.38983050847457 2.9770237878317483 
-134.69387755102042 213.5593220338983 2.9770237878317483 
-134.69387755102042 223.72881355932202 2.9770237878317483 
-134.69387755102042 233.89830508474574 2.9770237878317483 
-134.69387755102042 244.06779661016947 2.9770237878317483 
-134.69387755102042 254.23728813559322 2.9770237878317483 
-134.69387755102042 264.4067796610169 2.9770237878317483 
-134.69387755102042 274.5762711864407 2.9770237878317483 
-134.69387755102042 284.7457627118644 2.9770237878317483 
-134.69387755102042 294.91525423728814 2.9770237878317483 
-134.69387755102042 305.08474576271186 2.9770237878317483 
-134.69387755102042 315.2542372881356 2.9770237878317483 
-134.69387755102042 325.4237288135593 2.9770237878317483 
-134.69387755102042 335.59322033898303 2.9770237878317483 
-134.69387755102042 345.76271186440675 2.9770237878317483 
-134.69387755102042 355.9322033898305 2.9770237878317483 
-134.69387755102042 366.1016949152542 2.9770237878317483 
-134.69387755102042 376.2711864406779 2.9770237878317483 
-134.69387755102042 386.4406779661017 2.9770237878317483 
-134.69387755102042 396.6101694915254 2.9770237878317483 
-134.69387755102042 406.77966101694915 2.9770237878317483 
-134.69387755102042 416.9491525423729 2.9770237878317483 
-134.69387755102042 427.1186440677966 2.9770237878317483 
-134.69387755102042 437.2881355932203 2.976453049852972 
-134.69387755102042 447.45762711864404 2.9599054168554306 
-134.69387755102042 457.62711864406776 2.9122954098722884 
-134.69387755102042 467.7966101694915 2.8251929244115286 
-134.69387755102042 477.9661016949152 2.691337493264267 
-134.69387755102042 488.13559322033893 2.503999313848724 
-134.69387755102042 498.3050847457627 2.2567360692148775 
-134.69387755102042 508.47457627118644 1.9432692124679405 
-134.69387755102042 518.6440677966101 1.5574113442446191 
-134.69387755102042 528.8135593220338 1.0930196092126043 
-134.69387755102042 538.9830508474575 0.543963887158797 
-134.69387755102042 549.1525423728814 -0.09589592872113506 
-134.69387755102042 559.3220338983051 -0.8327267418949899 
-134.69387755102042 569.4915254237288 -1.6727350413450905 
-134.69387755102042 579.6610169491526 -2.6221768556245144 
-134.69387755102042 589.8305084745763 -3.6873656490882363 
-134.69387755102042 600.0 -4.874678687285345 

-126.53061224489795 0.0 0.9277345873638184 
-126.53061224489795 10.169491525423728 0.9277345873638184 
-126.53061224489795 20.338983050847457 0.9277345873638184 
-126.53061224489795 30.508474576271183 0.9277345873638184 
-126.53061224489795 40.67796610169491 0.9277345873638184 
-126.53061224489795 50.847457627118644 0.9277345873638184 
